stream,site,id,class,order,family,taxon,count,date,total_count,fraction_processed,area_sampled
picayne_gulch,abv_animas,PICaA,insecta,plecoptera,perlodidae,isoperla,7,10/5/2016,557,7.815,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,plecoptera,perlodidae,isoperla,1,10/6/2016,547,88,1.15
animas,abv_minnie,AaMINN,insecta,plecoptera,perlodidae,isoperla,4,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,plecoptera,perlodidae,isoperla,2,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,plecoptera,perlodidae,isoperla,2,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,plecoptera,perlodidae,isoperla,12,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,plecoptera,perlodidae,isoperla,1,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,plecoptera,perlodidae,isoperla,6,9/30/2016,557,31.5,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,diptera,chironomidae,krenosmittia,1,10/7/2016,532,37.5,1.15
mineral_cr,abv_mill_cr,MaMIL,arachnida,trombidiformes,lebertiidae,lebertia,8,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,arachnida,trombidiformes,lebertiidae,lebertia,5,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,arachnida,trombidiformes,lebertiidae,lebertia,6,10/17/2016,576,18.75,1.15
mineral_cr,abv_mf_mineral,MaMFM,arachnida,trombidiformes,lebertiidae,lebertia,3,10/14/2016,120,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,arachnida,trombidiformes,lebertiidae,lebertia,1,10/13/2016,285,100,1.15
nf_animas,abv_burrow_cr,NFAaBU,arachnida,trombidiformes,lebertiidae,lebertia,2,10/7/2016,532,37.5,1.15
sf_animas,abv_avalanche,SFAaAV,arachnida,trombidiformes,lebertiidae,lebertia,1,10/8/2016,673,12.5,1.15
eureka_gulch,abv_sf_animas,EUaSFA,arachnida,trombidiformes,lebertiidae,lebertia,6,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,arachnida,trombidiformes,lebertiidae,lebertia,3,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,arachnida,trombidiformes,lebertiidae,lebertia,8,10/11/2016,503,87.5,1.15
animas,abv_cunningham,AaCU,arachnida,trombidiformes,lebertiidae,lebertia,6,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,arachnida,trombidiformes,lebertiidae,lebertia,7,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,arachnida,trombidiformes,lebertiidae,lebertia,11,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,arachnida,trombidiformes,lebertiidae,lebertia,2,9/30/2016,557,31.5,1.15
hermosa_cr,abv_ditch,HERaD,insecta,trichoptera,lepidostomatidae,lepidostoma,1,9/30/2016,557,31.5,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,trichoptera,limnephilidae,limnephilidae,5,10/17/2016,397,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,trichoptera,limnephilidae,limnephilidae,1,10/12/2016,531,18.75,1.15
animas,abv_minnie,AaMINN,insecta,trichoptera,limnephilidae,limnephilidae,1,10/11/2016,503,87.5,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,plecoptera,perlodidae,megarcys,9,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,plecoptera,perlodidae,megarcys,19,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,insecta,plecoptera,perlodidae,megarcys,1,10/17/2016,576,18.75,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,plecoptera,perlodidae,megarcys,3,10/13/2016,285,100,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,plecoptera,perlodidae,megarcys,1,10/13/2016,510,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,plecoptera,perlodidae,megarcys,9,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,plecoptera,perlodidae,megarcys,10,10/7/2016,532,37.5,1.15
nf_animas,abv_wf_animas,NFAaWFA,insecta,plecoptera,perlodidae,megarcys,1,10/7/2016,12,100,1.15
picayne_gulch,abv_animas,PICaA,insecta,plecoptera,perlodidae,megarcys,10,10/5/2016,557,7.815,1.15
animas,abv_eureka,AaEU,insecta,plecoptera,perlodidae,megarcys,1,10/11/2016,260,100,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,plecoptera,perlodidae,megarcys,15,10/8/2016,673,12.5,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,plecoptera,perlodidae,megarcys,15,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,insecta,plecoptera,perlodidae,megarcys,1,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,insecta,plecoptera,perlodidae,megarcys,14,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,plecoptera,perlodidae,megarcys,2,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,plecoptera,perlodidae,megarcys,2,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,plecoptera,perlodidae,megarcys,3,10/4/2016,602,12.5,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,diptera,chironomidae,microspectra,88,10/12/2016,531,18.75,1.15
wf_animas,abv_placer_gulch,WFAaPL,insecta,diptera,chironomidae,microspectra,1,10/10/2016,40,100,1.15
maggie_gulch,abv_animas,MAGaA,insecta,diptera,chironomidae,microspectra,5,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,diptera,chironomidae,microspectra,1,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,diptera,chironomidae,microspectra,1,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,diptera,chironomidae,microspectra,1,10/2/2016,507,25,1.15
mineral_cr,abv_sf_mineral,MaSFM,arachnida,sarcoptiformes,trhypochthoniidae,mucronothrus,1,10/13/2016,90,100,1.15
animas,abv_minnie,AaMINN,insecta,diptera,chironomidae,nanocladius_parvulus,2,10/11/2016,503,87.5,1.15
picayne_gulch,abv_animas,,insecta,trichoptera,uenoidae,neophylax,2,10/4/2016,602,12.5,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,trichoptera,uenoidae,neophylax,12,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,trichoptera,uenoidae,neophylax,8,10/7/2016,532,37.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,trichoptera,uenoidae,neophylax,1,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,trichoptera,uenoidae,neophylax,13,10/8/2016,673,12.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,trichoptera,uenoidae,neophylax,7,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,trichoptera,uenoidae,neophylax,3,10/4/2016,509,18.75,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,diptera,empididae,neoplasta,3,10/17/2016,397,100,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,diptera,empididae,neoplasta,2,10/14/2016,47,100,1.15
picayne_gulch,abv_animas,,insecta,diptera,empididae,neoplasta,2,10/4/2016,602,12.5,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,trichoptera,uenoidae,neothremma,1,10/13/2016,285,100,1.15
hermosa_cr,abv_ditch,HERaD,insecta,trichoptera,leptoceridae,oecetis,1,9/30/2016,557,31.5,1.15
mineral_cr,abv_mill_cr,MaMIL,oligochaeta,,,oligochaeta,1,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,oligochaeta,,,oligochaeta,1,10/17/2016,790,6.25,1.15
bear_cr,abv_mineral_cr,BEaM,oligochaeta,,,oligochaeta,2,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,oligochaeta,,,oligochaeta,3,10/7/2016,532,37.5,1.15
burrow_cr,abv_nf_animas,BUaNFA,oligochaeta,,,oligochaeta,1,10/7/2016,509,43.75,1.15
nf_animas,abv_wf_animas,NFAaWFA,oligochaeta,,,oligochaeta,1,10/7/2016,12,100,1.15
wf_animas,abv_placer_gulch,WFAaPL,oligochaeta,,,oligochaeta,2,10/10/2016,40,100,1.15
picayne_gulch,abv_animas,PICaA,oligochaeta,,,oligochaeta,1,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,oligochaeta,,,oligochaeta,1,10/8/2016,673,12.5,1.15
eureka_gulch,abv_sf_animas,EUaSFA,oligochaeta,,,oligochaeta,1,10/6/2016,547,88,1.15
maggie_gulch,abv_animas,MAGaA,oligochaeta,,,oligochaeta,1,10/4/2016,747,6.25,1.15
hermosa_cr,abv_ditch,HERaD,oligochaeta,,,oligochaeta,15,9/30/2016,557,31.5,1.15
picayne_gulch,abv_animas,,insecta,trichoptera,uenoidae,oligophlebodes,2,10/4/2016,602,12.5,1.15
hermosa_cr,abv_ditch,HERaD,insecta,coleoptera,elmidae,optioservus,7,9/30/2016,557,31.5,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,diptera,empididae,oreogeton,11,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,diptera,empididae,oreogeton,1,10/17/2016,790,6.25,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,diptera,empididae,oreogeton,2,10/13/2016,285,100,1.15
maggie_gulch,abv_animas,MAGaA,insecta,diptera,empididae,oreogeton,4,10/4/2016,747,6.25,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,diptera,tipulidae,ormosia,1,10/14/2016,47,100,1.15
mineral_cr,abv_sf_mineral,MaSFM,insecta,diptera,tipulidae,ormosia,1,10/13/2016,90,100,1.15
mill_cr,abv_mineral_cr,MILaM,ostracoda,,,ostracoda,5,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,ostracoda,,,ostracoda,2,10/17/2016,576,18.75,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,ostracoda,,,ostracoda,6,10/13/2016,285,100,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,ostracoda,,,ostracoda,16,10/13/2016,510,100,1.15
bear_cr,abv_mineral_cr,BEaM,ostracoda,,,ostracoda,15,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,ostracoda,,,ostracoda,1,10/7/2016,532,37.5,1.15
wf_animas,abv_placer_gulch,WFAaPL,ostracoda,,,ostracoda,9,10/10/2016,40,100,1.15
picayne_gulch,abv_animas,PICaA,ostracoda,,,ostracoda,5,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,ostracoda,,,ostracoda,18,10/8/2016,673,12.5,1.15
eureka_gulch,abv_sf_animas,EUaSFA,ostracoda,,,ostracoda,2,10/6/2016,547,88,1.15
maggie_gulch,abv_animas,MAGaA,ostracoda,,,ostracoda,3,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,ostracoda,,,ostracoda,3,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,ostracoda,,,ostracoda,2,10/4/2016,602,12.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,diptera,chironomidae,pagastia,1,10/5/2016,557,7.815,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,diptera,chironomidae,pagastia,1,10/6/2016,547,88,1.15
animas,abv_minnie,AaMINN,insecta,diptera,chironomidae,pagastia,4,10/11/2016,503,87.5,1.15
animas,abv_cunningham,AaCU,insecta,diptera,chironomidae,pagastia,2,10/4/2016,509,18.75,1.15
hermosa_cr,abv_ditch,HERaD,insecta,diptera,chironomidae,pagastia,1,9/30/2016,557,31.5,1.15
hermosa_cr,abv_ditch,HERaD,insecta,ephemeroptera,leptophlebiidae,paraleptophlebia,15,9/30/2016,557,31.5,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,plecoptera,leuctridae,paraleuctra,2,10/13/2016,285,100,1.15
picayne_gulch,abv_animas,PICaA,insecta,plecoptera,leuctridae,paraleuctra,7,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,plecoptera,leuctridae,paraleuctra,2,10/8/2016,673,12.5,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,diptera,chironomidae,parametriocnemus,2,10/8/2016,673,12.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,diptera,chironomidae,parametriocnemus,1,10/4/2016,747,6.25,1.15
animas,abv_arrastra_cr,AaARR,insecta,diptera,chironomidae,parametriocnemus,1,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,diptera,chironomidae,parametriocnemus,2,9/30/2016,557,31.5,1.15
burrow_cr,abv_nf_animas,BUaNFA,insecta,diptera,chironomidae,parochlus,2,10/7/2016,509,43.75,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,diptera,psychodidae,pericoma,1,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,diptera,psychodidae,pericoma,4,10/7/2016,532,37.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,diptera,psychodidae,pericoma,81,10/4/2016,747,6.25,1.15
picayne_gulch,abv_animas,,insecta,diptera,psychodidae,pericoma,18,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,diptera,psychodidae,pericoma,1,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,diptera,psychodidae,pericoma,2,9/30/2016,557,31.5,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,plecoptera,perlodidae,perlinodes_aurea,2,10/8/2016,673,12.5,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,plecoptera,nemouridae,podmosta,24,10/13/2016,510,100,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,diptera,simuliidae,prosimulium,3,10/6/2016,547,88,1.15
hermosa_cr,abv_ditch,HERaD,insecta,diptera,simuliidae,prosimulium,11,9/30/2016,557,31.5,1.15
sf_animas,abv_avalanche,SFAaAV,arachnida,trombidiformes,hydryphantoidea,protiza,1,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,arachnida,trombidiformes,hydryphantoidea,protiza,1,10/8/2016,501,75,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,diptera,chironomidae,pseudodiamesa,2,10/14/2016,47,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,trichoptera,limnephilidae,psychoglypha,35,10/17/2016,790,6.25,1.15
mineral_cr,abv_mf_mineral,MaMFM,insecta,trichoptera,limnephilidae,psychoglypha,1,10/14/2016,120,100,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,trichoptera,limnephilidae,psychoglypha,3,10/14/2016,47,100,1.15
mineral_cr,abv_sf_mineral,MaSFM,insecta,trichoptera,limnephilidae,psychoglypha,1,10/13/2016,90,100,1.15
mineral_cr,abv_animas,MaA,insecta,trichoptera,limnephilidae,psychoglypha,1,10/12/2016,180,100,1.15
burrow_cr,abv_nf_animas,BUaNFA,insecta,trichoptera,limnephilidae,psychoronia,12,10/7/2016,509,43.75,1.15
hermosa_cr,abv_ditch,HERaD,insecta,plecoptera,pteronarcyidae,pteronarcella,7,9/30/2016,557,31.5,1.15
burrow_cr,abv_nf_animas,BUaNFA,insecta,diptera,chironomidae,rheotanytarsus,23,10/7/2016,509,43.75,1.15
hermosa_cr,abv_ditch,HERaD,insecta,diptera,chironomidae,rheotanytarsus,2,9/30/2016,557,31.5,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,ephemeroptera,heptageniidae,rhithrogena,5,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,ephemeroptera,heptageniidae,rhithrogena,7,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,insecta,ephemeroptera,heptageniidae,rhithrogena,23,10/17/2016,576,18.75,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,ephemeroptera,heptageniidae,rhithrogena,8,10/13/2016,285,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,ephemeroptera,heptageniidae,rhithrogena,54,10/12/2016,531,18.75,1.15
mineral_cr,abv_animas,MaA,insecta,ephemeroptera,heptageniidae,rhithrogena,1,10/12/2016,180,100,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,ephemeroptera,heptageniidae,rhithrogena,46,10/7/2016,532,37.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,ephemeroptera,heptageniidae,rhithrogena,21,10/5/2016,557,7.815,1.15
animas,abv_eureka,AaEU,insecta,ephemeroptera,heptageniidae,rhithrogena,1,10/11/2016,260,100,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,ephemeroptera,heptageniidae,rhithrogena,175,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,insecta,ephemeroptera,heptageniidae,rhithrogena,2,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,ephemeroptera,heptageniidae,rhithrogena,36,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,insecta,ephemeroptera,heptageniidae,rhithrogena,37,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,insecta,ephemeroptera,heptageniidae,rhithrogena,10,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,ephemeroptera,heptageniidae,rhithrogena,22,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,ephemeroptera,heptageniidae,rhithrogena,51,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,ephemeroptera,heptageniidae,rhithrogena,19,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,ephemeroptera,heptageniidae,rhithrogena,28,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,ephemeroptera,heptageniidae,rhithrogena,2,9/30/2016,557,31.5,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,trichoptera,rhyacophilidae,rhyacophila_brunnea,5,10/13/2016,510,100,1.15
picayne_gulch,abv_animas,,insecta,trichoptera,rhyacophilidae,rhyacophila_brunnea,2,10/4/2016,602,12.5,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,92,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,20,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,25,10/17/2016,576,18.75,1.15
mineral_cr,abv_mf_mineral,MaMFM,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,6,10/14/2016,120,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,1,10/13/2016,285,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,19,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,7,10/7/2016,532,37.5,1.15
nf_animas,abv_wf_animas,NFAaWFA,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,1,10/7/2016,12,100,1.15
picayne_gulch,abv_animas,PICaA,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,12,10/5/2016,557,7.815,1.15
animas,abv_eureka,AaEU,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,6,10/11/2016,260,100,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,8,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,6,10/8/2016,501,75,1.15
sf_animas,abv_animas,SFAaA,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,5,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,3,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,22,10/4/2016,747,6.25,1.15
animas,abv_cunningham,AaCU,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,1,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,1,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,trichoptera,rhyacophilidae,rhyacophila_hyalinata,2,10/2/2016,507,25,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,trichoptera,rhyacophilidae,rhyacophila_nevadensis,5,10/13/2016,510,100,1.15
animas,abv_eureka,AaEU,insecta,trichoptera,rhyacophilidae,rhyacophila_nevadensis,5,10/11/2016,260,100,1.15
animas,abv_minnie,AaMINN,insecta,trichoptera,rhyacophilidae,rhyacophila_nevadensis,3,10/11/2016,503,87.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,trichoptera,rhyacophilidae,rhyacophila_nevadensis,12,10/2/2016,507,25,1.15
hermosa_cr,abv_ditch,HERaD,insecta,trichoptera,rhyacophilidae,rhyacophila_nevadensis,17,9/30/2016,557,31.5,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,14,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,1,10/7/2016,532,37.5,1.15
picayne_gulch,abv_animas,PICaA,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,5,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,2,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,19,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,44,10/6/2016,547,88,1.15
maggie_gulch,abv_animas,MAGaA,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,69,10/4/2016,747,6.25,1.15
picayne_gulch,abv_animas,,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica,68,10/4/2016,602,12.5,1.15
maggie_gulch,abv_animas,MAGaA,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica_atrata,2,10/4/2016,747,6.25,1.15
picayne_gulch,abv_animas,,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica_atrata,4,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,trichoptera,rhyacophilidae,rhyacophila_sibirica_atrata,1,10/2/2016,507,25,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,trichoptera,rhyacophilidae,rhyacophila_sibrica,4,10/14/2016,47,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,trichoptera,rhyacophilidae,rhyacophila_sibrica,1,10/13/2016,285,100,1.15
mineral_cr,abv_animas,MaA,insecta,trichoptera,rhyacophilidae,rhyacophila_sibrica,3,10/12/2016,180,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,trichoptera,rhyacophilidae,rhyacophila_sibrica_atrata,1,10/13/2016,285,100,1.15
sf_mineral_cr,abv_mineral_cr,SFMaM,insecta,trichoptera,rhyacophilidae,rhyacophila_sibrica_atrata,4,10/13/2016,510,100,1.15
mineral_cr,abv_mill_cr,MaMIL,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,7,10/17/2016,397,100,1.15
mf_mineral_cr,abv_mineral_cr,MFMaM,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,2,10/14/2016,47,100,1.15
sf_mineral_cr,blw_cg_blw_clear_lake_cr,,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,1,10/13/2016,285,100,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,1,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,15,10/7/2016,532,37.5,1.15
wf_animas,abv_placer_gulch,WFAaPL,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,2,10/10/2016,40,100,1.15
picayne_gulch,abv_animas,PICaA,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,5,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,2,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,6,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,36,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,insecta,trichoptera,rhyacophilidae,rhyacophila_vofixa,31,10/6/2016,539,37.5,1.15
bear_cr,abv_mineral_cr,BEaM,insecta,diptera,simuliidae,simulium,2,10/12/2016,531,18.75,1.15
animas,abv_cunningham,AaCU,insecta,diptera,simuliidae,simulium,1,10/4/2016,509,18.75,1.15
picayne_gulch,abv_animas,,insecta,diptera,simuliidae,simulium,10,10/4/2016,602,12.5,1.15
animas,abv_arrastra_cr,AaARR,insecta,diptera,simuliidae,simulium,155,10/2/2016,507,25,1.15
mineral_cr,abv_mill_cr,MaMIL,arachnida,trombidiformes,sperchonidae,sperchon,16,10/17/2016,397,100,1.15
mill_cr,abv_mineral_cr,MILaM,arachnida,trombidiformes,sperchonidae,sperchon,8,10/17/2016,790,6.25,1.15
mineral_cr,abv_browns_gulch,,arachnida,trombidiformes,sperchonidae,sperchon,3,10/17/2016,576,18.75,1.15
mineral_cr,abv_mf_mineral,MaMFM,arachnida,trombidiformes,sperchonidae,sperchon,3,10/14/2016,120,100,1.15
bear_cr,abv_mineral_cr,BEaM,arachnida,trombidiformes,sperchonidae,sperchon,17,10/12/2016,531,18.75,1.15
nf_animas,abv_burrow_cr,NFAaBU,arachnida,trombidiformes,sperchonidae,sperchon,9,10/7/2016,532,37.5,1.15
burrow_cr,abv_nf_animas,BUaNFA,arachnida,trombidiformes,sperchonidae,sperchon,1,10/7/2016,509,43.75,1.15
picayne_gulch,abv_animas,PICaA,arachnida,trombidiformes,sperchonidae,sperchon,8,10/5/2016,557,7.815,1.15
sf_animas,abv_avalanche,SFAaAV,arachnida,trombidiformes,sperchonidae,sperchon,9,10/8/2016,673,12.5,1.15
sf_animas,abv_eureka_gulch,SFAaEU,arachnida,trombidiformes,sperchonidae,sperchon,2,10/8/2016,501,75,1.15
eureka_gulch,abv_sf_animas,EUaSFA,arachnida,trombidiformes,sperchonidae,sperchon,6,10/6/2016,547,88,1.15
sf_animas,abv_animas,SFAaA,arachnida,trombidiformes,sperchonidae,sperchon,2,10/6/2016,539,37.5,1.15
animas,abv_minnie,AaMINN,arachnida,trombidiformes,sperchonidae,sperchon,12,10/11/2016,503,87.5,1.15
maggie_gulch,abv_animas,MAGaA,arachnida,trombidiformes,sperchonidae,sperchon,6,10/4/2016,747,6.25,1.15
